text,label
мне зашел этот товар,positive
все отличный буду брать еще рекомендую,positive
все дешевый больше не куплю не рекомендую,negative
мне не понравился этот товар не рекомендую,negative
очень супер подарок,positive
качество дешевый доставка ужасная не рекомендую,negative
мне подошел этот товар рекомендую,positive
качество ужасный доставка плохая,negative
качество отличный доставка идеальная,positive
качество сломанный доставка долгая,negative
все надежный буду брать еще,positive
все дешевый больше не куплю,negative
мне не понравился этот товар,negative
очень плохой товар,negative
все качественный буду брать еще рекомендую,positive
все плохой больше не куплю,negative
все супер буду брать еще,positive
все сломанный больше не куплю,negative
все дешевый больше не куплю не рекомендую,negative
очень плохой брак,negative
очень плохой брак,negative
все сломанный больше не куплю,negative
очень качественный выбор,positive
мне понравился этот товар,positive
мне понравился этот товар,positive
мне не порадовал этот товар не рекомендую,negative
товар отличный заказ рекомендую,positive
мне не подошел этот товар не рекомендую,negative
качество дешевый доставка плохая,negative
мне не понравился этот товар,negative
товар кошмарный ужас,negative
мне не понравился этот товар не рекомендую,negative
мне понравился этот товар,positive
мне не зашел этот товар,negative
товар прекрасный выбор рекомендую,positive
очень сломанный товар,negative
качество дешевый доставка долгая не рекомендую,negative
качество ужасный доставка плохая,negative
очень дешевый мусор,negative
мне не порадовал этот товар,negative
очень ужасный мусор не рекомендую,negative
очень сломанный провал не рекомендую,negative
очень прекрасный подарок рекомендую,positive
товар прекрасный выбор,positive
качество дешевый доставка долгая,negative
товар кошмарный ужас не рекомендую,negative
товар дешевый ужас,negative
товар качественный заказ рекомендую,positive
очень прекрасный заказ,positive
все качественный буду брать еще,positive
мне понравился этот товар,positive
качество отличный доставка быстрая,positive
все супер буду брать еще рекомендую,positive
товар супер товар рекомендую,positive
очень качественный выбор,positive
товар супер товар,positive
мне не подошел этот товар,negative
качество супер доставка быстрая рекомендую,positive
все плохой больше не куплю не рекомендую,negative
мне не зашел этот товар,negative
качество супер доставка идеальная,positive
качество прекрасный доставка идеальная,positive
мне не подошел этот товар,negative
все дешевый больше не куплю,negative
товар дешевый товар,negative
очень кошмарный мусор,negative
товар прекрасный товар,positive
товар супер заказ,positive
товар отличный заказ рекомендую,positive
все качественный буду брать еще,positive
мне порадовал этот товар,positive
качество отличный доставка идеальная,positive
очень кошмарный товар не рекомендую,negative
мне не зашел этот товар,negative
товар качественный подарок,positive
товар качественный вариант рекомендую,positive
товар надежный выбор,positive
очень сломанный товар не рекомендую,negative
товар сломанный ужас,negative
мне порадовал этот товар,positive
мне не подошел этот товар не рекомендую,negative
все дешевый больше не куплю,negative
очень надежный подарок,positive
мне не подошел этот товар,negative
все супер буду брать еще,positive
товар надежный заказ,positive
мне порадовал этот товар,positive
все прекрасный буду брать еще,positive
очень плохой ужас не рекомендую,negative
все сломанный больше не куплю,negative
все кошмарный больше не куплю,negative
мне порадовал этот товар рекомендую,positive
товар плохой брак не рекомендую,negative
качество прекрасный доставка быстрая,positive
мне не порадовал этот товар,negative
товар надежный выбор,positive
все качественный буду брать еще,positive
все плохой больше не куплю,negative
товар прекрасный выбор рекомендую,positive
все надежный буду брать еще,positive
качество кошмарный доставка плохая,negative
мне порадовал этот товар,positive
мне порадовал этот товар рекомендую,positive
мне подошел этот товар рекомендую,positive
очень плохой брак не рекомендую,negative
качество супер доставка быстрая,positive
качество отличный доставка аккуратная,positive
мне не зашел этот товар не рекомендую,negative
мне не порадовал этот товар не рекомендую,negative
очень дешевый мусор,negative
товар отличный заказ,positive
качество качественный доставка аккуратная рекомендую,positive
все качественный буду брать еще,positive
качество кошмарный доставка долгая,negative
качество супер доставка аккуратная,positive
товар дешевый брак,negative
очень кошмарный товар не рекомендую,negative
все кошмарный больше не куплю,negative
все качественный буду брать еще,positive
мне не зашел этот товар,negative
все качественный буду брать еще,positive
товар надежный вариант рекомендую,positive
качество надежный доставка быстрая,positive
очень отличный товар,positive
товар ужасный брак,negative
качество прекрасный доставка аккуратная рекомендую,positive
мне не понравился этот товар не рекомендую,negative
качество дешевый доставка ужасная не рекомендую,negative
качество качественный доставка быстрая,positive
качество отличный доставка идеальная рекомендую,positive
товар супер вариант,positive
очень супер товар,positive
мне подошел этот товар,positive
все ужасный больше не куплю,negative
очень кошмарный провал не рекомендую,negative
качество кошмарный доставка ужасная,negative
очень кошмарный провал не рекомендую,negative
качество отличный доставка идеальная,positive
товар качественный выбор рекомендую,positive
качество кошмарный доставка долгая,negative
мне не подошел этот товар не рекомендую,negative
качество ужасный доставка плохая,negative
мне понравился этот товар,positive
качество дешевый доставка ужасная,negative
очень прекрасный вариант,positive
все супер буду брать еще рекомендую,positive
очень дешевый брак,negative
товар отличный заказ,positive
все сломанный больше не куплю не рекомендую,negative
качество сломанный доставка плохая,negative
товар надежный выбор,positive
качество сломанный доставка ужасная не рекомендую,negative
товар ужасный ужас не рекомендую,negative
очень плохой ужас,negative
качество прекрасный доставка идеальная,positive
мне не зашел этот товар,negative
качество плохой доставка плохая,negative
все ужасный больше не куплю,negative
мне понравился этот товар,positive
качество ужасный доставка плохая,negative
все сломанный больше не куплю,negative
все дешевый больше не куплю,negative
все плохой больше не куплю,negative
очень супер вариант,positive
товар кошмарный брак,negative
мне порадовал этот товар,positive
качество качественный доставка аккуратная,positive
качество качественный доставка идеальная,positive
все прекрасный буду брать еще,positive
все отличный буду брать еще рекомендую,positive
очень плохой товар,negative
мне подошел этот товар,positive
все прекрасный буду брать еще,positive
мне подошел этот товар,positive
товар ужасный мусор не рекомендую,negative
мне подошел этот товар рекомендую,positive
мне порадовал этот товар рекомендую,positive
товар качественный товар,positive
очень дешевый брак,negative
очень кошмарный ужас не рекомендую,negative
очень прекрасный подарок рекомендую,positive
все прекрасный буду брать еще,positive
все кошмарный больше не куплю не рекомендую,negative
мне не порадовал этот товар,negative
очень ужасный товар,negative
очень кошмарный провал,negative
товар плохой брак,negative
качество дешевый доставка долгая,negative
все плохой больше не куплю,negative
мне порадовал этот товар,positive
товар надежный заказ,positive
все отличный буду брать еще,positive
мне порадовал этот товар,positive
товар кошмарный ужас не рекомендую,negative
товар дешевый товар не рекомендую,negative
товар супер выбор рекомендую,positive
все надежный буду брать еще рекомендую,positive
качество сломанный доставка долгая,negative
мне понравился этот товар,positive
качество ужасный доставка долгая,negative
очень кошмарный товар не рекомендую,negative
мне подошел этот товар,positive
мне порадовал этот товар,positive
качество сломанный доставка плохая,negative
все плохой больше не куплю,negative
все дешевый больше не куплю не рекомендую,negative
мне не зашел этот товар,negative
товар прекрасный выбор рекомендую,positive
все сломанный больше не куплю,negative
мне понравился этот товар,positive
товар дешевый ужас,negative
товар ужасный провал,negative
все отличный буду брать еще,positive
все плохой больше не куплю,negative
качество ужасный доставка долгая,negative
качество кошмарный доставка долгая,negative
все ужасный больше не куплю,negative
очень надежный заказ рекомендую,positive
качество надежный доставка быстрая,positive
качество отличный доставка аккуратная рекомендую,positive
все качественный буду брать еще,positive
мне подошел этот товар рекомендую,positive
очень отличный выбор,positive
все кошмарный больше не куплю не рекомендую,negative
мне не порадовал этот товар,negative
товар ужасный товар не рекомендую,negative
товар сломанный ужас,negative
все качественный буду брать еще,positive
качество супер доставка идеальная,positive
качество сломанный доставка плохая,negative
мне не понравился этот товар не рекомендую,negative
товар надежный вариант,positive
все кошмарный больше не куплю,negative
товар качественный заказ рекомендую,positive
качество сломанный доставка ужасная,negative
мне не зашел этот товар,negative
очень отличный заказ,positive
товар дешевый провал,negative
качество ужасный доставка плохая не рекомендую,negative
очень ужасный брак не рекомендую,negative
качество кошмарный доставка ужасная,negative
все отличный буду брать еще,positive
товар качественный подарок,positive
товар прекрасный вариант,positive
все надежный буду брать еще рекомендую,positive
все супер буду брать еще,positive
товар сломанный ужас не рекомендую,negative
качество дешевый доставка ужасная,negative
товар ужасный товар,negative
мне не подошел этот товар,negative
мне не порадовал этот товар,negative
все сломанный больше не куплю,negative
товар сломанный мусор,negative
все качественный буду брать еще,positive
все отличный буду брать еще,positive
мне подошел этот товар,positive
очень прекрасный подарок,positive
качество кошмарный доставка ужасная,negative
качество качественный доставка быстрая,positive
мне не зашел этот товар,negative
товар сломанный товар,negative
качество отличный доставка идеальная,positive
мне не зашел этот товар,negative
мне не зашел этот товар,negative
все сломанный больше не куплю,negative
товар плохой брак,negative
мне не подошел этот товар,negative
все супер буду брать еще рекомендую,positive
все ужасный больше не куплю,negative
мне порадовал этот товар,positive
все кошмарный больше не куплю,negative
все сломанный больше не куплю,negative
товар качественный товар рекомендую,positive
товар прекрасный товар,positive
все супер буду брать еще,positive
качество супер доставка аккуратная,positive
мне порадовал этот товар,positive
все прекрасный буду брать еще рекомендую,positive
все кошмарный больше не куплю,negative
очень супер выбор,positive
все плохой больше не куплю,negative
все сломанный больше не куплю,negative
мне не зашел этот товар не рекомендую,negative
качество кошмарный доставка долгая,negative
товар плохой мусор,negative
мне понравился этот товар,positive
качество отличный доставка аккуратная,positive
качество качественный доставка аккуратная,positive
все отличный буду брать еще,positive
очень сломанный мусор,negative
товар кошмарный ужас,negative
все супер буду брать еще,positive
все качественный буду брать еще,positive
мне порадовал этот товар рекомендую,positive
качество ужасный доставка долгая,negative
все супер буду брать еще,positive
товар надежный выбор,positive
все качественный буду брать еще,positive
мне не понравился этот товар,negative
все ужасный больше не куплю,negative
товар прекрасный заказ,positive
мне понравился этот товар рекомендую,positive
очень качественный вариант,positive
товар дешевый товар,negative
очень супер заказ рекомендую,positive
мне не подошел этот товар не рекомендую,negative
качество надежный доставка аккуратная,positive
все плохой больше не куплю,negative
качество плохой доставка ужасная не рекомендую,negative
очень прекрасный выбор,positive
все кошмарный больше не куплю не рекомендую,negative
мне не понравился этот товар,negative
товар надежный подарок,positive
мне не подошел этот товар,negative
очень отличный подарок рекомендую,positive
качество качественный доставка аккуратная,positive
товар надежный заказ рекомендую,positive
мне понравился этот товар,positive
товар отличный товар,positive
товар качественный подарок,positive
качество дешевый доставка ужасная не рекомендую,negative
очень плохой товар,negative
очень сломанный ужас,negative
все отличный буду брать еще рекомендую,positive
все сломанный больше не куплю,negative
мне подошел этот товар рекомендую,positive
